"X","Cites","Authors","Title","Year","Source","Publisher","ArticleURL","CitesURL","GSRank","QueryDate","Type","DOI","ISSN","CitationURL","Volume","Issue","StartPage","EndPage","ECC","CitesPerYear","CitesPerAuthor","AuthorCount","Age","language","collected","DOI_flag","database","source.app","rec.number","foreign.keys","ref.type","contributors","titles","periodical","pages","volume","number","dates","publisher","isbn","notes","urls","electronic.resource.num","pdfs","Country.1","Country.2","Country.3","Country.4","Country.5","Country.6","Country.7","Country.8"
16638,104,"MB Bush, PE De Oliveira, PA Colinvaux, MC Miller, JE Moreno","Amazonian paleoecological histories: one hill, three watersheds",2004,"PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY",NA,NA,NA,2432,"8/10/2018","Journal article","10.1016/j.palaeo.2004.07.031",NA,NA,214,4,359,393,104,7.43,21,5,14,"english","in corpus","DOI present","english.enl","EndNote",10174,10174,17,"Bush, M. B.Oliveira, P. E. DeColinvaux, P. A.Miller, M. C.Moreno, J. E.","Amazonian paleoecological histories: one hill, three watershedsPALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","359-393",214,"4",2004,NA,NA,"Cited By (since 2004): 104","NAhttps://ac.els-cdn.com/S0031018204004018/1-s2.0-S0031018204004018-main.pdf?_tid=bb7f60eb-3467-498d-877c-c8be73cb8e43&acdnat=1534020600_7f45ae5661063c8efdec8a961a4f79f5internal-pdf://3167488687/Bush-2004-Amazonian paleoecological histories_.pdf","10.1016/j.palaeo.2004.07.031","3167488687/Bush-2004-Amazonian paleoecological histories_.pdf","Brazil","","","","","","",""
28352,30,"Sharanya Reddy, Bruce J. Brownawell","Analysis of estrogens in sediment from a sewage-impacted urban estuary using high-performance liquid chromatography/time-of-flight mass spectrometry",2005,"Environmental Toxicology and Chemistry",NA,NA,NA,110,"8/10/2018","Journal article","10.1897/04-167R.1",NA,NA,24,5,1041,1047,30,2.31,15,2,13,"english","in corpus","DOI present","english.enl","EndNote",558,558,17,"Reddy, SharanyaBrownawell, Bruce J.","Analysis of estrogens in sediment from a sewage-impacted urban estuary using high-performance liquid chromatography/time-of-flight mass spectrometryEnvironmental Toxicology and Chemistry","ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY","1041-1047",24,"5",2005,NA,NA,"Cited By (since 2005): 30","NAhttps://setac.onlinelibrary.wiley.com/doi/pdf/10.1897/04-167R.1internal-pdf://4076097548/Reddy-2005-Analysis of estrogens in sediment f.pdf","10.1897/04-167R.1","4076097548/Reddy-2005-Analysis of estrogens in sediment f.pdf","Bolivia","","","","","","",""
15449,18,"R. B. Manners, F. J. Magilligan, P. S. Goldstein","Floodplain development, El Nino, and cultural consequences in a hyperarid Andean environment",2007,"ANNALS OF THE ASSOCIATION OF AMERICAN GEOGRAPHERS",NA,NA,NA,1090,"8/10/2018","Journal article","10.1111/j.1467-8306.2007.00533.x",NA,NA,97,2,229,249,18,1.64,6,3,11,"english","in corpus","DOI present","english.enl","EndNote",4916,4916,17,"Manners, R. B.Magilligan, F. J.Goldstein, P. S.","Floodplain development, El Nino, and cultural consequences in a hyperarid Andean environmentANNALS OF THE ASSOCIATION OF AMERICAN GEOGRAPHERS","ANNALS OF THE ASSOCIATION OF AMERICAN GEOGRAPHERS","229-249",97,"2",2007,NA,NA,"Cited By (since 2007): 18","NAhttps://www.tandfonline.com/doi/pdf/10.1111/j.1467-8306.2007.00533.x?needAccess=trueinternal-pdf://1023638286/Manners-2007-Floodplain development, El Nino.pdf","10.1111/j.1467-8306.2007.00533.x","1023638286/Manners-2007-Floodplain development, El Nino.pdf","Peru","","","","","","",""
11418,53,"M. Medina, S. Andrade, S. Faugeron, N. Lagos, D. Mella, J.A. Correa","Biodiversity of rocky intertidal benthic communities associated with copper mine tailing discharges in northern Chile",2005,"Marine Pollution Bulletin",NA,"https://www.scopus.com/inward/record.url?eid=2-s2.0-17044367801&partnerID=40&md5=fd76d53817339bd791d15b05c692afdf",NA,11424,"8/10/2018","Article","10.1016/j.marpolbul.2004.11.022",NA,NA,50,4,396,409,53,4.08,9,6,13,"english","in corpus","DOI present","english.enl","EndNote",26307,26307,2,"Medina, M.Andrade, S.Faugeron, S.Lagos, N.Mella, D.Correa, J. A.","Biodiversity of rocky intertidal benthic communities associated with copper mine tailing discharges in northern Chile",NA,"396-409",NA,"Query date: 2018-08-10",2005,NA,NA,"50
Cited By (since 2005): 53","https://www.scopus.com/inward/record.url?eid=2-s2.0-17044367801&partnerID=40&md5=fd76d53817339bd791d15b05c692afdfhttps://ac.els-cdn.com/S0025326X04004461/1-s2.0-S0025326X04004461-main.pdf?_tid=359372a2-3732-4946-a383-0e06a84d1c7f&acdnat=1534137877_fc4b830a2dc3e800ddea081ab4ad5eddinternal-pdf://0535462810/Medina-2005-Biodiversity of rocky intertidal b.pdf","10.1016/j.marpolbul.2004.11.022","0535462810/Medina-2005-Biodiversity of rocky intertidal b.pdf","Chile","","","","","","",""
16779,1,"DA Wells, PF Doyle","Forest growth impact on peak snow pack measurements at long term snow courses",2004,"JOURNAL OF THE AMERICAN WATER RESOURCES ASSOCIATION",NA,NA,NA,2602,"8/10/2018","Journal article","10.1111/j.1752-1688.2004.tb01044.x",NA,NA,40,2,477,483,1,0.07,1,2,14,"english","in corpus","DOI present","english.enl","EndNote",10820,10820,17,"Wells, D. A.Doyle, P. F.","Forest growth impact on peak snow pack measurements at long term snow coursesJOURNAL OF THE AMERICAN WATER RESOURCES ASSOCIATION","JOURNAL OF THE AMERICAN WATER RESOURCES ASSOCIATION","477-483",40,"2",2004,NA,NA,"Cited By (since 2004): 1","NAhttps://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1752-1688.2004.tb01044.xinternal-pdf://3955078307/Wells-2004-Forest growth impact on peak snow p.pdf","10.1111/j.1752-1688.2004.tb01044.x","3955078307/Wells-2004-Forest growth impact on peak snow p.pdf","Bolivia","","","","","","",""
5042,70,"T. Perreault","Dispossession by accumulation? Mining, water and the nature of enclosure on the bolivian altiplano",2013,"Antipode",NA,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84885429154&partnerID=40&md5=7a872f7e8b042232093b6b2d7d4de897",NA,5047,"8/10/2018","Article","10.1111/anti.12005",NA,NA,45,5,1050,1069,70,14,70,1,5,"english","in corpus","DOI present","english.enl","EndNote",19931,19931,2,"Perreault, T.","Dispossession by accumulation? Mining, water and the nature of enclosure on the bolivian altiplano",NA,"1050-1069",NA,"Query date: 2018-08-10",2013,NA,NA,"45
Cited By (since 2013): 70","https://www.scopus.com/inward/record.url?eid=2-s2.0-84885429154&partnerID=40&md5=7a872f7e8b042232093b6b2d7d4de897https://onlinelibrary.wiley.com/doi/pdf/10.1111/anti.12005internal-pdf://3125182355/Perreault-2013-Dispossession by accumulation_.pdf","10.1111/anti.12005","3125182355/Perreault-2013-Dispossession by accumulation_.pdf","Bolivia","","","","","","",""
25681,4,"D. M. Sanger, E. M. Smith, G. Voulgaris, E. T. Koepfler, S. M. Libes, G. H. M. Riekerk, D. C. Bergquist, D. I. Greenfield, P. A. Wren, C. A. McCoy, R. F. Viso, R. N. Peterson, J. D. Whitaker","Constrained enrichment contributes to hypoxia formation in Long Bay, South Carolina (USA), an open water urbanized coastline",2012,"MARINE ECOLOGY PROGRESS SERIES",NA,NA,NA,2018,"8/10/2018","Journal article","10.3354/meps09796",NA,NA,461,NA,15,30,4,0.67,0,13,6,"english","in corpus","DOI present","english.enl","EndNote",8581,8581,17,"Sanger, D. M.Smith, E. M.Voulgaris, G.Koepfler, E. T.Libes, S. M.Riekerk, G. H. M.Bergquist, D. C.Greenfield, D. I.Wren, P. A.McCoy, C. A.Viso, R. F.Peterson, R. N.Whitaker, J. D.","Constrained enrichment contributes to hypoxia formation in Long Bay, South Carolina (USA), an open water urbanized coastlineMARINE ECOLOGY PROGRESS SERIES","MARINE ECOLOGY PROGRESS SERIES","15-30",461,NA,2012,NA,NA,"Cited By (since 2012): 4","NAhttps://www.int-res.com/articles/meps2012/461/m461p015.pdfinternal-pdf://4130206557/Sanger-2012-Constrained enrichment contributes.pdf","10.3354/meps09796","4130206557/Sanger-2012-Constrained enrichment contributes.pdf","Bolivia","","","","","","",""
16294,0,"Jos√© Capelo Neto, Marco Aur√©lio Holanda de Castro","Leachate horizontal drainage hydrologic performance evaluation and simulation in sanitary landfill",2005,"Engenharia Sanitaria e Ambiental",NA,NA,NA,2043,"8/10/2018","Journal article","10.1590/S1413-41522005000300007",NA,NA,10,3,229,235,0,0,0,2,13,"english","in corpus","DOI present","english.enl","EndNote",8685,8685,17,"Neto, Jos√© CapeloCastro, Marco Aur√©lio Holanda de","Leachate horizontal drainage hydrologic performance evaluation and simulation in sanitary landfillEngenharia Sanitaria e Ambiental","ENGENHARIA SANITARIA E AMBIENTAL","229-235",10,"3",2005,NA,NA,NA,"NAhttp://www.scielo.br/pdf/esa/v10n3/a07v10n3.pdfinternal-pdf://3364515130/Neto-2005-Leachate horizontal drainage hydrolo.pdf","10.1590/S1413-41522005000300007","3364515130/Neto-2005-Leachate horizontal drainage hydrolo.pdf","Bolivia","","","","","","",""
20914,2,"Lluis Benejam, Franco Teixeira-de Mello, Mariana Meerhoff, Marcelo Loureiro, Erik Jeppesen, Sandra Brucet","Assessing effects of change in land use on size-related variables of fish in subtropical streams",2016,"CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES",NA,NA,NA,2247,"8/10/2018","Journal article","10.1139/cjfas-2015-0025",NA,NA,73,4,547,556,2,1,0,6,2,"english","in corpus","DOI present","english.enl","EndNote",9467,9467,17,"Benejam, LluisMello, Franco Teixeira-deMeerhoff, MarianaLoureiro, MarceloJeppesen, ErikBrucet, Sandra","Assessing effects of change in land use on size-related variables of fish in subtropical streamsCANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES","CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES","547-556",73,"4",2016,NA,NA,"Cited By (since 2016): 2","NAhttp://www.nrcresearchpress.com/doi/pdfplus/10.1139/cjfas-2015-0025internal-pdf://0997990322/Benejam-2016-Assessing effects of change in la.pdf","10.1139/cjfas-2015-0025","0997990322/Benejam-2016-Assessing effects of change in la.pdf","Uruguay","","","","","","",""
4190,8,"A. Lopez Cazorla, J.M. Molina, C. Ruarte","The artisanal fishery of Cynoscion guatucupa in Argentina: Exploring the possible causes of the collapse in BahÌa Blanca estuary",2014,"Journal of Sea Research",NA,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84893142249&partnerID=40&md5=144bac93d1aa43dc2bb48284e2b118c3",NA,4195,"8/10/2018","Article","10.1016/j.seares.2013.12.016",NA,NA,88,NA,29,35,8,2,3,3,4,"english","in corpus","DOI present","english.enl","EndNote",16845,16845,2,"Cazorla, A. LopezMolina, J. M.Ruarte, C.","The artisanal fishery of Cynoscion guatucupa in Argentina: Exploring the possible causes of the collapse in BahÌa Blanca estuary",NA,"29-35",NA,"Query date: 2018-08-10",2014,NA,NA,"88
Cited By (since 2014): 8","https://www.scopus.com/inward/record.url?eid=2-s2.0-84893142249&partnerID=40&md5=144bac93d1aa43dc2bb48284e2b118c3https://ac.els-cdn.com/S1385110114000045/1-s2.0-S1385110114000045-main.pdf?_tid=27276a1f-5864-48f6-b0a6-85fafd368ba4&acdnat=1534025776_90d5c3292cca325f6fce2480c6269770internal-pdf://3046965723/Cazorla-2014-The artisanal fishery of Cynoscio.pdf","10.1016/j.seares.2013.12.016","3046965723/Cazorla-2014-The artisanal fishery of Cynoscio.pdf","Argentina","","","","","","",""
21253,0,"Monica Pertel, Jose Paulo Soares de Azevedo, Isaac Volschan Junior","The use of water loss index as an indicator for benchmarking: the case of Brazilian water supply state companies",2016,"ENGENHARIA SANITARIA E AMBIENTAL",NA,NA,NA,2632,"8/10/2018","Journal article","10.1590/S1413-41520201600100120418",NA,NA,21,1,159,168,0,0,0,3,2,"english","in corpus","DOI present","english.enl","EndNote",10940,10940,17,"Pertel, MonicaAzevedo, Jose Paulo Soares deJunior, Isaac Volschan","The use of water loss index as an indicator for benchmarking: the case of Brazilian water supply state companiesENGENHARIA SANITARIA E AMBIENTAL","ENGENHARIA SANITARIA E AMBIENTAL","159-168",21,"1",2016,NA,NA,NA,"NAhttp://www.scielo.br/pdf/esa/v21n1/1413-4152-esa-21-01-00159.pdfinternal-pdf://1295117510/Pertel-2016-The use of water loss index as an.pdf","10.1590/S1413-41520201600100120418","1295117510/Pertel-2016-The use of water loss index as an.pdf","Bolivia","","","","","","",""
25691,46,"A. J. King, Z. Tonkin, J. Lieshcke","Short-term effects of a prolonged blackwater event on aquatic fauna in the Murray River, Australia: considerations for future events",2012,"MARINE AND FRESHWATER RESEARCH",NA,NA,NA,2028,"8/10/2018","Journal article","10.1071/MF11275",NA,NA,63,7,576,586,46,7.67,15,3,6,"english","in corpus","DOI present","english.enl","EndNote",8626,8626,17,"King, A. J.Tonkin, Z.Lieshcke, J.","Short-term effects of a prolonged blackwater event on aquatic fauna in the Murray River, Australia: considerations for future eventsMARINE AND FRESHWATER RESEARCH","MARINE AND FRESHWATER RESEARCH","576-586",63,"7",2012,NA,NA,"Cited By (since 2012): 46","NAhttp://www.publish.csiro.au/mf/pdf/MF11275internal-pdf://3253754276/King-2012-Short-term effects of a prolonged bl.pdf","10.1071/MF11275","3253754276/King-2012-Short-term effects of a prolonged bl.pdf","Bolivia","","","","","","",""
15367,2,"Paula Pratolongo, Patricia Kandus, Mark M. Brinson","Net aboveground primary production and soil properties of floating and attached freshwater tidal marshes in the Rio de la Plata estuary, Argentina",2007,"ESTUARIES AND COASTS",NA,NA,NA,1000,"8/10/2018","Journal article","10.1007/BF02841959",NA,NA,30,4,618,626,2,0.18,1,3,11,"english","in corpus","DOI present","english.enl","EndNote",4563,4563,17,"Pratolongo, PaulaKandus, PatriciaBrinson, Mark M.","Net aboveground primary production and soil properties of floating and attached freshwater tidal marshes in the Rio de la Plata estuary, ArgentinaESTUARIES AND COASTS","ESTUARIES AND COASTS","618-626",30,"4",2007,NA,NA,"Cited By (since 2007): 2","NAhttps://link.springer.com/content/pdf/10.1007%2FBF02841959.pdfinternal-pdf://1839744244/Pratolongo-2007-Net aboveground primary produc.pdf","10.1007/BF02841959","1839744244/Pratolongo-2007-Net aboveground primary produc.pdf","Argentina","","","","","","",""
25277,0,"Natalia F. Negreiros, Renata M. dos Santos, Laira Lucia Damasceno de Oliveira, Maria J. dos Santos-Wisniewski, Odete Rocha","Synchaeta jollyae (Shiel & Koste) (Rotifera, Synchaetidae): an overlooked species or a newcomer in Neotropical freshwaters?",2012,"IHERINGIA SERIE ZOOLOGIA",NA,NA,NA,1557,"8/10/2018","Journal article","10.1590/S0073-47212012000200007",NA,NA,102,2,159,162,0,0,0,5,6,"english","in corpus","DOI present","english.enl","EndNote",6784,6784,17,"Negreiros, Natalia F.Santos, Renata M. dosOliveira, Laira Lucia Damasceno deSantos-Wisniewski, Maria J. dosRocha, Odete","Synchaeta jollyae (Shiel & Koste) (Rotifera, Synchaetidae): an overlooked species or a newcomer in Neotropical freshwaters?IHERINGIA SERIE ZOOLOGIA","IHERINGIA SERIE ZOOLOGIA","159-162",102,"2",2012,NA,NA,NA,"NAhttp://www.scielo.br/pdf/isz/v102n2/07.pdfinternal-pdf://4141455569/Negreiros-2012-Synchaeta jollyae (Shiel & Kost.pdf","10.1590/S0073-47212012000200007","4141455569/Negreiros-2012-Synchaeta jollyae (Shiel & Kost.pdf","Brazil","","","","","","",""
16008,34,"DP Genereux, M Jordan","Interbasin groundwater flow and groundwater interaction with surface water in a lowland rainforest, Costa Rica: A review",2006,"JOURNAL OF HYDROLOGY",NA,NA,NA,1733,"8/10/2018","Journal article","10.1016/j.jhydrol.2005.07.023",NA,NA,320,3,385,399,34,2.83,17,2,12,"english","in corpus","DOI present","english.enl","EndNote",7478,7478,17,"Genereux, D. P.Jordan, M.","Interbasin groundwater flow and groundwater interaction with surface water in a lowland rainforest, Costa Rica: A reviewJOURNAL OF HYDROLOGY","JOURNAL OF HYDROLOGY","385-399",320,"3",2006,NA,NA,"Cited By (since 2006): 34","NAhttps://ac.els-cdn.com/S0022169405003574/1-s2.0-S0022169405003574-main.pdf?_tid=d7f16a61-a036-4332-87a3-4fa2ef47f0e2&acdnat=1534062124_b2d86f8802a63cab8f31c69a808e1a30internal-pdf://2712707423/Genereux-2006-Interbasin groundwater flow and.pdf","10.1016/j.jhydrol.2005.07.023","2712707423/Genereux-2006-Interbasin groundwater flow and.pdf","Costa Rica","","","","","","",""
3994,7,"C. Pelissari, P.H. Sezerino, S.T. Decezaro, D.B. Wolff, A.P. Bento, O.D.C. Junior, L.S. Philippi","Nitrogen transformation in horizontal and vertical flow constructed wetlands applied for dairy cattle wastewater treatment in southern Brazil",2014,"Ecological Engineering",NA,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84907848500&partnerID=40&md5=43abc800a6159cdedf9a6b15d690a009",NA,3998,"8/10/2018","Article","10.1016/j.ecoleng.2014.09.085",NA,NA,73,NA,307,310,7,1.75,1,7,4,"english","in corpus","DOI present","english.enl","EndNote",16106,16106,2,"Pelissari, C.Sezerino, P. H.Decezaro, S. T.Wolff, D. B.Bento, A. P.Junior, O. D. C.Philippi, L. S.","Nitrogen transformation in horizontal and vertical flow constructed wetlands applied for dairy cattle wastewater treatment in southern Brazil",NA,"307-310",NA,"Query date: 2018-08-10",2014,NA,NA,"73
Cited By (since 2014): 7","https://www.scopus.com/inward/record.url?eid=2-s2.0-84907848500&partnerID=40&md5=43abc800a6159cdedf9a6b15d690a009https://ac.els-cdn.com/S0925857414004960/1-s2.0-S0925857414004960-main.pdf?_tid=be61ef57-81b6-43e6-ba1c-14982db1e94c&acdnat=1534183036_2fb0ed36a819c98e3b994d83b4bbe47einternal-pdf://4193295228/Pelissari-2014-Nitrogen transformation in hori.pdf","10.1016/j.ecoleng.2014.09.085","4193295228/Pelissari-2014-Nitrogen transformation in hori.pdf","Brazil","","","","","","",""
21830,5,"Clara M. Iachetti, Maria Eugenia Llames","Light limitation helps stabilize the phytoplankton assemblage steady-state in a temperate and highly turbid, hypertrophic shallow lake (Laguna ChascomA(0)s, Argentina)",2015,"HYDROBIOLOGIA",NA,NA,NA,3285,"8/10/2018","Journal article","10.1007/s10750-014-2045-8",NA,NA,752,1,33,46,5,1.67,3,2,3,"english","in corpus","DOI present","english.enl","EndNote",13438,13438,17,"Iachetti, Clara M.Llames, Maria Eugenia","Light limitation helps stabilize the phytoplankton assemblage steady-state in a temperate and highly turbid, hypertrophic shallow lake (Laguna ChascomA(0)s, Argentina)HYDROBIOLOGIA","HYDROBIOLOGIA","33-46",752,"1",2015,NA,NA,"Cited By (since 2015): 5","NAhttps://link.springer.com/content/pdf/10.1007%2Fs10750-014-2045-8.pdfinternal-pdf://1986120271/Iachetti-2015-Light limitation helps stabilize.pdf","10.1007/s10750-014-2045-8","1986120271/Iachetti-2015-Light limitation helps stabilize.pdf","Argentina","","","","","","",""
29269,90,"K Fleischbein, W Wilcke, R Goller, J Boy, C Valarezo, W Zech, K Knoblich","Rainfall interception in a lower montane forest in Ecuador: effects of canopy properties",2005,"HYDROLOGICAL PROCESSES",NA,NA,NA,3393,"8/10/2018","Journal article","10.1002/hyp.5562",NA,NA,19,7,1355,1371,90,6.92,13,7,13,"english","in corpus","DOI present","english.enl","EndNote",13843,13843,17,"Fleischbein, K.Wilcke, W.Goller, R.Boy, J.Valarezo, C.Zech, W.Knoblich, K.","Rainfall interception in a lower montane forest in Ecuador: effects of canopy propertiesHYDROLOGICAL PROCESSES","HYDROLOGICAL PROCESSES","1355-1371",19,"7",2005,NA,NA,"Cited By (since 2005): 90","NAhttps://onlinelibrary.wiley.com/doi/pdf/10.1002/hyp.5562internal-pdf://1449722010/Fleischbein-2005-Rainfall interception in a lo.pdf","10.1002/hyp.5562","1449722010/Fleischbein-2005-Rainfall interception in a lo.pdf","Ecuador","","","","","","",""
13271,34,"T.Q. Murdock, A.J. Weaver, A.F. Fanning","Paleoclimatic response of the closing of the Isthmus of Panama in a coupled ocean-atmosphere model",1997,"Geophysical Research Letters",NA,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0031079242&partnerID=40&md5=86618a9108bf0cfdd4888f049a19f0ae",NA,13279,"8/10/2018","Article","10.1029/96GL03950",NA,NA,24,3,253,256,34,1.62,11,3,21,"english","in corpus","DOI present","english.enl","EndNote",28160,28160,2,"Murdock, T. Q.Weaver, A. J.Fanning, A. F.","Paleoclimatic response of the closing of the Isthmus of Panama in a coupled ocean-atmosphere model",NA,"253-256",NA,"Query date: 2018-08-10",1997,NA,NA,"24
Cited By (since 1997): 34","https://www.scopus.com/inward/record.url?eid=2-s2.0-0031079242&partnerID=40&md5=86618a9108bf0cfdd4888f049a19f0aehttps://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/96GL03950internal-pdf://1709441160/Murdock-1997-Paleoclimatic response of the clo.pdf","10.1029/96GL03950","1709441160/Murdock-1997-Paleoclimatic response of the clo.pdf","Panama","","","","","","",""
15142,18,"Jayme M. Santangelo, Reinaldo L. Bozelli, Adriana de M. Rocha, Francisco de A. Esteves","Effects of slight salinity increases on Moina micrura (Cladocera) populations: field and laboratory observations",2008,"MARINE AND FRESHWATER RESEARCH",NA,NA,NA,753,"8/10/2018","Journal article","10.1071/MF08026",NA,NA,59,9,808,816,18,1.8,5,4,10,"english","in corpus","DOI present","english.enl","EndNote",3543,3543,17,"Santangelo, Jayme M.Bozelli, Reinaldo L.Rocha, Adriana de M.Esteves, Francisco de A.","Effects of slight salinity increases on Moina micrura (Cladocera) populations: field and laboratory observationsMARINE AND FRESHWATER RESEARCH","MARINE AND FRESHWATER RESEARCH","808-816",59,"9",2008,NA,NA,"Cited By (since 2008): 18","NAhttp://www.publish.csiro.au/mf/pdf/MF08026internal-pdf://1277656825/Santangelo-2008-Effects of slight salinity inc.pdf","10.1071/MF08026","1277656825/Santangelo-2008-Effects of slight salinity inc.pdf","Brazil","","","","","","",""
18272,2,"A NARDINI, D MONTOYA","REMARKS ON A MIN-MAX OPTIMIZATION TECHNIQUE FOR THE MANAGEMENT OF A SINGLE MULTIANNUAL RESERVOIR AIMED AT HYDROELECTRIC GENERATION AND WATER-SUPPLY",1995,"WATER RESOURCES RESEARCH",NA,NA,NA,4326,"8/10/2018","Journal article","10.1029/94WR02705",NA,NA,31,4,1129,1135,2,0.09,1,2,23,"english","in corpus","DOI present","english.enl","EndNote",17339,17339,17,"Nardini, A.Montoya, D.","REMARKS ON A MIN-MAX OPTIMIZATION TECHNIQUE FOR THE MANAGEMENT OF A SINGLE MULTIANNUAL RESERVOIR AIMED AT HYDROELECTRIC GENERATION AND WATER-SUPPLYWATER RESOURCES RESEARCH","WATER RESOURCES RESEARCH","1129-1135",31,"4",1995,NA,NA,"Cited By (since 1995): 2","NAhttps://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/94WR02705internal-pdf://3969250236/Nardini-1995-REMARKS ON A MIN-MAX OPTIMIZATION.pdf","10.1029/94WR02705","3969250236/Nardini-1995-REMARKS ON A MIN-MAX OPTIMIZATION.pdf","Chile","","","","","","",""
29194,5,"Baolin Li, A-Xing Zhu, Chenghu Zhou, Yichi Zhang, Tao Pei, Chengzhi Qin","Automatic mapping of snow cover depletion curves using optical remote sensing data under conditions of frequent cloud cover and temporary snow",2008,"HYDROLOGICAL PROCESSES",NA,NA,NA,2924,"8/10/2018","Journal article","10.1002/hyp.6891",NA,NA,22,16,2930,2942,5,0.5,1,6,10,"english","in corpus","DOI present","english.enl","EndNote",12051,12051,17,"Li, BaolinZhu, A. XingZhou, ChenghuZhang, YichiPei, TaoQin, Chengzhi","Automatic mapping of snow cover depletion curves using optical remote sensing data under conditions of frequent cloud cover and temporary snowHYDROLOGICAL PROCESSES","HYDROLOGICAL PROCESSES","2930-2942",22,"16",2008,NA,NA,"Cited By (since 2008): 5","NAhttps://onlinelibrary.wiley.com/doi/pdf/10.1002/hyp.6891internal-pdf://2690225221/Li-2008-Automatic mapping of snow cover deplet.pdf","10.1002/hyp.6891","2690225221/Li-2008-Automatic mapping of snow cover deplet.pdf","Bolivia","","","","","","",""
19687,3,"Larissa Strictar Pereira, Luiz Fernando Caserta Tencatt, Rosa Maria Dias, Anielly Galego de Oliveira, Angelo Antonio Agostinho","Effects of long and short flooding years on the feeding ecology of piscivorous fish in floodplain river systems",2017,"HYDROBIOLOGIA",NA,NA,NA,873,"8/10/2018","Journal article","10.1007/s10750-017-3115-5",NA,NA,795,1,65,80,3,3,1,5,1,"english","in corpus","DOI present","english.enl","EndNote",4034,4034,17,"Pereira, Larissa StrictarTencatt, Luiz Fernando CasertaDias, Rosa MariaOliveira, Anielly Galego deAgostinho, Angelo Antonio","Effects of long and short flooding years on the feeding ecology of piscivorous fish in floodplain river systemsHYDROBIOLOGIA","HYDROBIOLOGIA","65-80",795,"1",2017,NA,NA,"Cited By (since 2017): 3","NAhttps://link.springer.com/content/pdf/10.1007%2Fs10750-017-3115-5.pdfinternal-pdf://2079882983/Pereira-2017-Effects of long and short floodin.pdf","10.1007/s10750-017-3115-5","2079882983/Pereira-2017-Effects of long and short floodin.pdf","Brazil","","","","","","",""
9880,46,"P. Cereceda, H. Larrain, P. Osses, M. FarÌas, I. EgaÒa","The climate of the coast and fog zone in the Tarapac· Region, Atacama Desert, Chile",2008,"Atmospheric Research",NA,"https://www.scopus.com/inward/record.url?eid=2-s2.0-39149122501&partnerID=40&md5=19a8233bc2400ae129a0fc5d64caadd0",NA,9885,"8/10/2018","Article","10.1016/j.atmosres.2007.11.011",NA,NA,87,3,301,311,46,4.6,9,5,10,"english","in corpus","DOI present","english.enl","EndNote",24769,24769,2,"Cereceda, P.Larrain, H.Osses, P.FarÌas, M.EgaÒa, I.","The climate of the coast and fog zone in the Tarapac· Region, Atacama Desert, Chile",NA,"301-311",NA,"Query date: 2018-08-10",2008,NA,NA,"87
Cited By (since 2008): 46","https://www.scopus.com/inward/record.url?eid=2-s2.0-39149122501&partnerID=40&md5=19a8233bc2400ae129a0fc5d64caadd0https://ac.els-cdn.com/S0169809507002098/1-s2.0-S0169809507002098-main.pdf?_tid=34d87326-09a7-4d88-9130-51f0af69ad2d&acdnat=1534025989_fc66abd54cbbefc55d2dadcb5767c1f4internal-pdf://2404073990/Cereceda-2008-The climate of the coast and fog.pdf","10.1016/j.atmosres.2007.11.011","2404073990/Cereceda-2008-The climate of the coast and fog.pdf","Chile","","","","","","",""
