"","Cites","Authors","Title","Year","Source","Publisher","ArticleURL","CitesURL","GSRank","QueryDate","Type","DOI","ISSN","CitationURL","Volume","Issue","StartPage","EndPage","ECC","CitesPerYear","CitesPerAuthor","AuthorCount","Age","language","collected","DOI_flag","database","source-app","rec-number","foreign-keys","ref-type","contributors","titles","pages","number","dates","publisher","isbn","urls","notes","periodical","volume","electronic-resource-num","pdfs"
"915",27,"F. Isla, G. Bujalesky, A. Coronato","Processes within the Beagle Channel, Tierra del Fuego [Procesos estuarinos en el canal Beagle, Tierra del Fuego Estuarine]",1999,"Revista de la Asociacion Geologica Argentina",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033508540&partnerID=40&md5=02de7ae45db33fa3431989e6f0bec5a0",NA,915,"8/10/2018","Article","",NA,NA,54,4,307,318,27,1.42,9,3,19,"spanish","absent from corpus","DOI absent","spanish.enl","EndNote","1309","13090","2","Isla, F.Bujalesky, G.Coronato, A.","Processes within the Beagle Channel, Tierra del Fuego [Procesos estuarinos en el canal Beagle, Tierra del Fuego Estuarine]","307-318","Query date: 2018-08-10",1999,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033508540&partnerID=40&md5=02de7ae45db33fa3431989e6f0bec5a0","54Cited By (since 1999): 27",NA,NA,NA,NA
"351",0,"M. Islas-Espinoza, R. BojÛrquez-Aguilar","Reducing Bacteria and their potential Cr+6science [Bacterias reductoras de cr+6y su potencial biotecnolÛgico]",2011,"Revista Internacional de Contaminacion Ambiental",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857602356&partnerID=40&md5=525b40f0958c680e4bd9c5ad9cb15969",NA,351,"8/10/2018","Article","",NA,NA,27,3,231,239,0,0,0,2,7,"spanish","in corpus","DOI absent","spanish.enl","EndNote","745","7450","2","Islas-Espinoza, M.BojÛrquez-Aguilar, R.","Reducing Bacteria and their potential Cr+6science [Bacterias reductoras de cr+6y su potencial biotecnolÛgico]","231-239","Query date: 2018-08-10",2011,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857602356&partnerID=40&md5=525b40f0958c680e4bd9c5ad9cb15969","27",NA,NA,NA,"manual_download_spanish/637/v27n3a8.pdf"
"895",0,"G.M. Izquierdo, M.A.G. Arellano, E.M. Portugal, A.A. AragÛn, I. Martinez","Fluids acidity in Los Humeros geothermal reservoir, Puebla, Mexico: Mineralogical evaluation [Acidez de los fluidos del yacimiento geotÈrmico de Los Humeros, Puebla, MÈxico: EvaluaciÛn mineralÛgica]",2000,"Geotermia",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034520189&partnerID=40&md5=57ed34565e4262c40cda5464a62b0832",NA,895,"8/10/2018","Article","",NA,NA,16,1,35,44,0,0,0,5,18,"spanish","absent from corpus","DOI absent","spanish.enl","EndNote","1289","12890","2","Izquierdo, G. M.Arellano, M. A. G.Portugal, E. M.AragÛn, A. A.Martinez, I.","Fluids acidity in Los Humeros geothermal reservoir, Puebla, Mexico: Mineralogical evaluation [Acidez de los fluidos del yacimiento geotÈrmico de Los Humeros, Puebla, MÈxico: EvaluaciÛn mineralÛgica]","35-44","Query date: 2018-08-10",2000,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034520189&partnerID=40&md5=57ed34565e4262c40cda5464a62b0832","16",NA,NA,NA,NA
"160",2,"J.C. Jaimes, R.H. LÛpez","Biomass and abundance of Copepoda (Crustacea) in surface waters of the Colombian Pacific Ocean during September, 2007 [Biomasa y abundancia de Copepoda (Crustacea) en aguas superficiales del ocÈano PacÌfico colombiano durante septiembre de 2007]",2014,"Revista de Biologia Marina y Oceanografia",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940238324&doi=10.4067%2fS0718-19572014000100004&partnerID=40&md5=66d10521c97b285204199bbb44dcb427",NA,160,"8/10/2018","Article","10.4067/S0718-19572014000100004",NA,NA,49,1,31,41,2,0.5,1,2,4,"spanish","in corpus","DOI present","spanish.enl","EndNote","379","379","2","Jaimes, J. C.LÛpez, R. H.","Biomass and abundance of Copepoda (Crustacea) in surface waters of the Colombian Pacific Ocean during September, 2007 [Biomasa y abundancia de Copepoda (Crustacea) en aguas superficiales del ocÈano PacÌfico colombiano durante septiembre de 2007]","31-41","Query date: 2018-08-10",2014,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940238324&doi=10.4067%2fS0718-19572014000100004&partnerID=40&md5=66d10521c97b285204199bbb44dcb427https://scielo.conicyt.cl/pdf/revbiolmar/v49n1/art04.pdfinternal-pdf://3116316127/Jaimes-2014-Biomass and abundance of Copepoda.pdf","49Cited By (since 2014): 2",NA,NA,"10.4067/S0718-19572014000100004","3116316127/Jaimes-2014-Biomass and abundance of Copepoda.pdf"
"699",0,"E. Jaque, P. Manzanarez","Evaluation of the potential for hydrological erosion in the QuiÒeco lacuna basin. VIII region, Chile [EvaluaciÛn de la erodabilidad hÌdrica en la cuenca hidrogr·fica de la laguna QuiÒenco, VIII RegiÛn del BiobÌo, Chile]",2005,"Revista de Geografia Norte Grande",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-22944482579&partnerID=40&md5=90b9402f1f5d242384a469603f51ecf3",NA,699,"8/10/2018","Article","",NA,NA,NA,33,103,112,0,0,0,2,13,"spanish","in corpus","DOI absent","spanish.enl","EndNote","1093","10930","2","Jaque, E.Manzanarez, P.","Evaluation of the potential for hydrological erosion in the QuiÒeco lacuna basin. VIII region, Chile [EvaluaciÛn de la erodabilidad hÌdrica en la cuenca hidrogr·fica de la laguna QuiÒenco, VIII RegiÛn del BiobÌo, Chile]","103-112","Query date: 2018-08-10",2005,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-22944482579&partnerID=40&md5=90b9402f1f5d242384a469603f51ecf3",NA,NA,NA,NA,"manual_download_spanish/640/30003307.pdf"
"902",13,"Ma.D.L. JimÈnez-Badillo, M.R. Nepita-Villanueva","Espectro trÛfico de la tilapia Oreochromis aureus (Perciformes: Cichlidae) en la presa Infiernillo, Michoac·n-Guerrero, MÈxico",2000,"Revista de Biologia Tropical",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-1542530182&partnerID=40&md5=9c85991c6ed5abeac3f5257e766e8162",NA,902,"8/10/2018","Article","",NA,NA,48,2,487,494,13,0.72,7,2,18,"spanish","in corpus","DOI absent","spanish.enl","EndNote","1296","12960","2","JimÈnez-Badillo, Ma D. L.Nepita-Villanueva, M. R.","Espectro trÛfico de la tilapia Oreochromis aureus (Perciformes: Cichlidae) en la presa Infiernillo, Michoac·n-Guerrero, MÈxico","487-494","Query date: 2018-08-10",2000,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-1542530182&partnerID=40&md5=9c85991c6ed5abeac3f5257e766e8162","48Cited By (since 2000): 13",NA,NA,NA,"manual_download_spanish/641/18817-40941-1-SM.pdf"
"209",14,"E.G. Jobb·gy, A.M. Acosta, M.D. Nosetto","Water yield in primary watersheds under grasslands and pine plantations in the hills of CÛrdoba (Argentina) [Rendimiento hÌdrico en cuencas primarias bajo pastizales y plantaciones de pino de las sierras de CÛrdoba (Argentina)]",2013,"Ecologia Austral",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881500938&partnerID=40&md5=a922f6d9192ac48fccc03bcc4000f17b",NA,209,"8/10/2018","Article","",NA,NA,23,2,87,96,14,2.8,5,3,5,"spanish","in corpus","DOI absent","spanish.enl","EndNote","476","4760","2","Jobb·gy, E. G.Acosta, A. M.Nosetto, M. D.","Water yield in primary watersheds under grasslands and pine plantations in the hills of CÛrdoba (Argentina) [Rendimiento hÌdrico en cuencas primarias bajo pastizales y plantaciones de pino de las sierras de CÛrdoba (Argentina)]","87-96","Query date: 2018-08-10",2013,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881500938&partnerID=40&md5=a922f6d9192ac48fccc03bcc4000f17b","23Cited By (since 2013): 14",NA,NA,NA,"manual_download_spanish/642/jobbagyetal-forestacioncalamuchitaagua-EcolAust.pdf"
"532",48,"E.G. Jobb·gy, M.D. Nosetto, C.S. Santoni, G. Baldi","The ecohydrological challenge of woody-herbaceous transitions in the chaco-pampas plains [El desafÌo ecohidrolÛgico de las transiciones entre sistemas leÒosos y herb·ceos en la llanura chaco-pampeana]",2008,"Ecologia Austral",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-65549083029&partnerID=40&md5=b4f257578cf1c7b8bd674f28bfb25f7b",NA,532,"8/10/2018","Article","",NA,NA,18,3,305,322,48,4.8,12,4,10,"spanish","in corpus","DOI absent","spanish.enl","EndNote","926","9260","2","Jobb·gy, E. G.Nosetto, M. D.Santoni, C. S.Baldi, G.","The ecohydrological challenge of woody-herbaceous transitions in the chaco-pampas plains [El desafÌo ecohidrolÛgico de las transiciones entre sistemas leÒosos y herb·ceos en la llanura chaco-pampeana]","305-322","Query date: 2018-08-10",2008,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-65549083029&partnerID=40&md5=b4f257578cf1c7b8bd674f28bfb25f7b","18Cited By (since 2008): 48",NA,NA,NA,"manual_download_spanish/643/v18n3a05.pdf"
"425",0,"M. Joel, D.P. Franceso, M. Publio, T. Geovanny","Quali-quantitative soil erosion evaluation in Aguas Calientes Watershed, Merida State-Venezuela [EvaluaciÛn cuali-cuantitativa de la erosion hÌdrica en la microcuenca Aguas Calientes, estado MÈrida-Venezuela]",2010,"Revista Geografica Venezolana",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955735129&partnerID=40&md5=da1e76e278f3fe697aa591e0db14e500",NA,425,"8/10/2018","Article","",NA,NA,51,2,203,223,0,0,0,4,8,"spanish","absent from corpus","DOI absent","spanish.enl","EndNote","819","8190","2","Joel, M.Franceso, D. P.Publio, M.Geovanny, T.","Quali-quantitative soil erosion evaluation in Aguas Calientes Watershed, Merida State-Venezuela [EvaluaciÛn cuali-cuantitativa de la erosion hÌdrica en la microcuenca Aguas Calientes, estado MÈrida-Venezuela]","203-223","Query date: 2018-08-10",2010,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955735129&partnerID=40&md5=da1e76e278f3fe697aa591e0db14e500","51",NA,NA,NA,NA
"551",1,"M. Joel, P. Gustavo, B. Jes˙s","Conservation priorities for water resources in the River Chama Upland watershed, MÈrida State-Venezuela [Prioridades de conservaciÛn del recurso agua en la cuenca alta del rÌo Chama, estado MÈrida-Venezuela]",2008,"Revista Geografica Venezolana",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450173364&partnerID=40&md5=d4476256c79ff30b0d5189afaff7e99b",NA,551,"8/10/2018","Article","",NA,NA,49,2,247,265,1,0.1,0,3,10,"spanish","in corpus","DOI absent","spanish.enl","EndNote","945","9450","2","Joel, M.Gustavo, P.Jes˙s, B.","Conservation priorities for water resources in the River Chama Upland watershed, MÈrida State-Venezuela [Prioridades de conservaciÛn del recurso agua en la cuenca alta del rÌo Chama, estado MÈrida-Venezuela]","247-265","Query date: 2018-08-10",2008,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450173364&partnerID=40&md5=d4476256c79ff30b0d5189afaff7e99b","49Cited By (since 2008): 1",NA,NA,NA,"manual_download_spanish/645/articulo5.pdf"
"727",0,"J.L. Jolalpa-Barrera, G. Hoyos-Fern·ndez, J.M. OmaÒa-Silvestre, J. Castellanos-Ramos","Water usage cost for broccoli using fertirrigation technology with the trickle irrigation system [Costo del uso del agua en brÛcoli bajo la tecnologÌa de ferti-irrigaciÛn sistema riego por goteo]",2004,"Ingenieria Hidraulica en Mexico",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-10244237703&partnerID=40&md5=7e3b350096cdaeafbbeefb00093f9ae8",NA,727,"8/10/2018","Article","",NA,NA,19,4,105,119,0,0,0,4,14,"spanish","in corpus","DOI absent","spanish.enl","EndNote","1121","11210","2","Jolalpa-Barrera, J. L.Hoyos-Fern·ndez, G.OmaÒa-Silvestre, J. M.Castellanos-Ramos, J.","Water usage cost for broccoli using fertirrigation technology with the trickle irrigation system [Costo del uso del agua en brÛcoli bajo la tecnologÌa de ferti-irrigaciÛn sistema riego por goteo]","105-119","Query date: 2018-08-10",2004,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-10244237703&partnerID=40&md5=7e3b350096cdaeafbbeefb00093f9ae8","19",NA,NA,NA,"manual_download_spanish/646/646.pdf"
"367",1,"N. Josefina","Superior circuit of sodas and flavored water in buenos Aires-Argentina: Organization and Capital [Circuito superior de bebidas gaseosas y aguas saborizadas en buenos aires-Argentina: OrganizaciÛn y Capital]",2011,"Revista Geografica Venezolana",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857773315&partnerID=40&md5=162e6da663ab1beea244ff284265e1ba",NA,367,"8/10/2018","Article","",NA,NA,52,2,61,80,1,0.14,1,1,7,"spanish","in corpus","DOI absent","spanish.enl","EndNote","761","7610","2","Josefina, N.","Superior circuit of sodas and flavored water in buenos Aires-Argentina: Organization and Capital [Circuito superior de bebidas gaseosas y aguas saborizadas en buenos aires-Argentina: OrganizaciÛn y Capital]","61-80","Query date: 2018-08-10",2011,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857773315&partnerID=40&md5=162e6da663ab1beea244ff284265e1ba","52Cited By (since 2011): 1",NA,NA,NA,"manual_download_spanish/647/artÌculo_redalyc_347730387005.pdf"
"1121",0,"M. M. Juarez, H. R. Poma, V. B. Rajal","Does complying with the legislation guarantee us consuming safe water?",2015,"RIBAGUA-REVISTA IBEROAMERICANA DEL AGUA",NA,NA,NA,94,"8/10/2018","Journal article","10.1016/j.riba.2015.10.002",NA,NA,2,2,71,79,0,0,0,3,3,"spanish","in corpus","DOI present","spanish.enl","EndNote","231","231","17","Juarez, M. M.Poma, H. R.Rajal, V. B.","Does complying with the legislation guarantee us consuming safe water?RIBAGUA-REVISTA IBEROAMERICANA DEL AGUA","71-79","2",2015,"NA","NA","NAhttps://www.tandfonline.com/doi/pdf/10.1016/j.riba.2015.10.002?needAccess=trueinternal-pdf://4184054411/Juarez-2015-Does complying with the legislatio.pdf",NA,"RIBAGUA-REVISTA IBEROAMERICANA DEL AGUA","2","10.1016/j.riba.2015.10.002","4184054411/Juarez-2015-Does complying with the legislatio.pdf"
"1186",1,"Hugo E. Junez-Ferreira, Carlos F. Bautista-Capetillo, Julian Gonzalez-Trinidad","Spatial geostatistical analysis of four major ions and arsenic in the Calera Aquifer, Zacatecas",2013,"TECNOLOGIA Y CIENCIAS DEL AGUA",NA,NA,NA,159,"8/10/2018","Journal article","",NA,NA,4,1,179,185,1,0.2,0,3,5,"spanish","in corpus","DOI absent","spanish.enl","EndNote","377","3770","17","Junez-Ferreira, Hugo E.Bautista-Capetillo, Carlos F.Gonzalez-Trinidad, Julian","Spatial geostatistical analysis of four major ions and arsenic in the Calera Aquifer, ZacatecasTECNOLOGIA Y CIENCIAS DEL AGUA","179-185","1",2013,"NA","NA","NA","Cited By (since 2013): 1","TECNOLOGIA Y CIENCIAS DEL AGUA","4",NA,"manual_download_spanish/649/353531981009.pdf"
"256",2,"H.E. J˙nez-Ferreira, C.F. Bautista-Capetillo, J. Gonz·lez-Trinidad","Spatial geostatistical analysis of four major ions and arsenic in the Calera Aquifer, Zacatecas [An·lisis geoestadÌstico espacial de cuatro iones mayoritarios y arsenico en el AcuÌfero Calera, Zacatecas]",2013,"Tecnologia y Ciencias del Agua",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897384414&partnerID=40&md5=8ad5fdb2f86eebb21a955819d711b022",NA,256,"8/10/2018","Article","",NA,NA,4,1,179,185,2,0.4,1,3,5,"spanish","in corpus","DOI absent","spanish.enl","EndNote","570","5700","2","J˙nez-Ferreira, H. E.Bautista-Capetillo, C. F.Gonz·lez-Trinidad, J.","Spatial geostatistical analysis of four major ions and arsenic in the Calera Aquifer, Zacatecas [An·lisis geoestadÌstico espacial de cuatro iones mayoritarios y arsenico en el AcuÌfero Calera, Zacatecas]","179-185","Query date: 2018-08-10",2013,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897384414&partnerID=40&md5=8ad5fdb2f86eebb21a955819d711b022","4Cited By (since 2013): 2",NA,NA,NA,"manual_download_spanish/650/v4n1a9.pdf"
"844",15,"J.T. Ketchum, H.R. Bonilla","TaxonomÌa y distribuciÛn de los corales hermatÌpicos (Scleractinia) del ArchipiÈlago de Revillagigedo, MÈxico",2001,"Revista de Biologia Tropical",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-17044453655&partnerID=40&md5=dd5d986674677dbe85799a8e96c7cb10",NA,844,"8/10/2018","Article","",NA,NA,49,3,803,848,15,0.88,8,2,17,"spanish","in corpus","DOI absent","spanish.enl","EndNote","1238","12380","2","Ketchum, J. T.Bonilla, H. R.","TaxonomÌa y distribuciÛn de los corales hermatÌpicos (Scleractinia) del ArchipiÈlago de Revillagigedo, MÈxico","803-848","Query date: 2018-08-10",2001,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-17044453655&partnerID=40&md5=dd5d986674677dbe85799a8e96c7cb10","49Cited By (since 2001): 15",NA,NA,NA,"manual_download_spanish/651/18029-38216-1-SM.pdf"
"718",7,"B. Kiersch, R. M¸hleck, G. Gunkel","Macrophytes from some high Andean lakes of Ecuador and their low potential as bioindicators of eutrophication [Las macrÛfitas de algunos lagos alto-andinos del Ecuador y su bajo potencial como bioindicadores de eutrofizaciÛn]",2004,"Revista de Biologia Tropical",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-23844537157&partnerID=40&md5=195695db6755e14036ec98e0bcc7896e",NA,718,"8/10/2018","Article","",NA,NA,52,4,829,837,7,0.5,2,3,14,"spanish","in corpus","DOI absent","spanish.enl","EndNote","1112","11120","2","Kiersch, B.M¸hleck, R.Gunkel, G.","Macrophytes from some high Andean lakes of Ecuador and their low potential as bioindicators of eutrophication [Las macrÛfitas de algunos lagos alto-andinos del Ecuador y su bajo potencial como bioindicadores de eutrofizaciÛn]","829-837","Query date: 2018-08-10",2004,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-23844537157&partnerID=40&md5=195695db6755e14036ec98e0bcc7896e","52Cited By (since 2004): 7",NA,NA,NA,"manual_download_spanish/652/15497-29236-1-SM (1).pdf"
"744",13,"T. Kifune, R. Lamothe-Argumedo, L. GarcÌa-Prieto, A. Oceguera-Figueroa, V. LeÛn-RËgagnon","Gnathostoma binucleatum (Spirurida: Gnathostomatidae) from the freshwater fish in Tabasco, Mexico [Gnathostoma binucleatum (Spirurida: Gnathostomatidae) en peces dulceacuÌcolas de Tabasco, MÈxico]",2004,"Revista de Biologia Tropical",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-5344248633&partnerID=40&md5=f396e8e97a604aa60de3ee6bd9fc4d5a",NA,744,"8/10/2018","Article","",NA,NA,52,2,371,376,13,0.93,3,5,14,"spanish","in corpus","DOI absent","spanish.enl","EndNote","1138","11380","2","Kifune, T.Lamothe-Argumedo, R.GarcÌa-Prieto, L.Oceguera-Figueroa, A.LeÛn-RËgagnon, V.","Gnathostoma binucleatum (Spirurida: Gnathostomatidae) from the freshwater fish in Tabasco, Mexico [Gnathostoma binucleatum (Spirurida: Gnathostomatidae) en peces dulceacuÌcolas de Tabasco, MÈxico]","371-376","Query date: 2018-08-10",2004,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-5344248633&partnerID=40&md5=f396e8e97a604aa60de3ee6bd9fc4d5a","52Cited By (since 2004): 13",NA,NA,NA,"manual_download_spanish/653/15252-27946-1-SM.pdf"
"203",2,"F.B. Kraemer, C.I. Chagas, G. MarrÈ, E.A. PalacÌn, O.J. Santanatoglia","Cattle production displacement by annual cropping in a basin belonging to the rolling Pampa region. Effects on runoff and soil erosion [Desplazamiento de la ganaderÌa por la agricultura en una cuenca de la Pampa ondulada: Efectos sobre el escurrimiento superficial y erosiÛn hÌdrica]",2013,"Ciencia del Suelo",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881072973&partnerID=40&md5=4d17d12bafcbc8be9eed49c5cef6590e",NA,203,"8/10/2018","Article","",NA,NA,31,1,83,92,2,0.4,0,5,5,"spanish","in corpus","DOI absent","spanish.enl","EndNote","465","4650","2","Kraemer, F. B.Chagas, C. I.MarrÈ, G.PalacÌn, E. A.Santanatoglia, O. J.","Cattle production displacement by annual cropping in a basin belonging to the rolling Pampa region. Effects on runoff and soil erosion [Desplazamiento de la ganaderÌa por la agricultura en una cuenca de la Pampa ondulada: Efectos sobre el escurrimiento superficial y erosiÛn hÌdrica]","83-92","Query date: 2018-08-10",2013,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881072973&partnerID=40&md5=4d17d12bafcbc8be9eed49c5cef6590e","31Cited By (since 2013): 2",NA,NA,NA,"manual_download_spanish/654/v31n1a08.pdf"
"237",2,"F. Behrends Kraemer, C.I. Chagas, H.J.M. Morr·s, J. Moretton, M. Paz, L.A. Garibaldi","Influence of physical and chemical soil properties on the adsorption of Escherichia coli in mollisols and alfisols of Argentina [Influencia de las propiedades fÌsicas y quÌmicas del suelo en la adsorciÛn de Escherichia coli en molisoles y alfisoles de Argentina]",2013,"Revista Internacional de Contaminacion Ambiental",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873376336&partnerID=40&md5=29ce8d8e490b8d98f19ef0939d966ab9",NA,237,"8/10/2018","Article","",NA,NA,29,1,7,20,2,0.4,0,6,5,"spanish","absent from corpus","DOI absent","spanish.enl","EndNote","532","5320","2","Kraemer, F. BehrendsChagas, C. I.Morr·s, H. J. M.Moretton, J.Paz, M.Garibaldi, L. A.","Influence of physical and chemical soil properties on the adsorption of Escherichia coli in mollisols and alfisols of Argentina [Influencia de las propiedades fÌsicas y quÌmicas del suelo en la adsorciÛn de Escherichia coli en molisoles y alfisoles de Argentina]","7-20","Query date: 2018-08-10",2013,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873376336&partnerID=40&md5=29ce8d8e490b8d98f19ef0939d966ab9","29Cited By (since 2013): 2",NA,NA,NA,NA
"586",13,"A.I. Krˆpfl, V.A. Deregibus, G.A. Cecchi","Disturbances on a shrubby steppe of the Monte phytogeographical province: Changes in vegetation [Disturbios en una estepa arbustiva del Monte: Cambios en la vegetaciÛn]",2007,"Ecologia Austral",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-40549136044&partnerID=40&md5=e9372b7ec84c231c9ce79171b40a53eb",NA,586,"8/10/2018","Article","",NA,NA,17,2,257,268,13,1.18,4,3,11,"spanish","in corpus","DOI absent","spanish.enl","EndNote","980","9800","2","Krˆpfl, A. I.Deregibus, V. A.Cecchi, G. A.","Disturbances on a shrubby steppe of the Monte phytogeographical province: Changes in vegetation [Disturbios en una estepa arbustiva del Monte: Cambios en la vegetaciÛn]","257-268","Query date: 2018-08-10",2007,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-40549136044&partnerID=40&md5=e9372b7ec84c231c9ce79171b40a53eb","17Cited By (since 2007): 13",NA,NA,NA,"manual_download_spanish/656/v17n2a07.pdf"
"509",23,"A. Kutschker, C. Brand, M.L. Miserendino","Quality assessment of riparian corridors in streams of northwest Chubut affected by different land use [EvaluaciÛn de la calidad de los bosques de ribera en rÌos del no del chubut sometidos a distintos usos de la tierra]",2009,"Ecologia Austral",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-67650700629&partnerID=40&md5=6698187b38aba858c48f23d278192351",NA,509,"8/10/2018","Article","",NA,NA,19,1,19,34,23,2.56,8,3,9,"spanish","in corpus","DOI absent","spanish.enl","EndNote","903","9030","2","Kutschker, A.Brand, C.Miserendino, M. L.","Quality assessment of riparian corridors in streams of northwest Chubut affected by different land use [EvaluaciÛn de la calidad de los bosques de ribera en rÌos del no del chubut sometidos a distintos usos de la tierra]","19-34","Query date: 2018-08-10",2009,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67650700629&partnerID=40&md5=6698187b38aba858c48f23d278192351","19Cited By (since 2009): 23",NA,NA,NA,"manual_download_spanish/657/v19n1a02.pdf"
"1387",0,"Gilberto de Jes√∫s L√≥pez-Cante√±s, V√≠ctor Prado-Hern√°ndez, Benjam√≠n de Le√≥n-Mojarro, V√≠ctor Manuel Ruiz-Carmona, Mauricio Carrillo-Garc√≠a, Laura Ib√°√±ez-Castillo, Eduardo Arteaga-Tovar","Verification of numeral procedures for simulation of gate maneuvers",2014,"Tecnolog√≠a y ciencias del agua",NA,NA,NA,71,"8/10/2018","Journal article","",NA,NA,5,1,43,56,0,0,0,7,4,"spanish","in corpus","DOI absent","spanish.enl","EndNote","182","1820","17","L√≥pez-Cante√±s, Gilberto de Jes√∫sPrado-Hern√°ndez, V√≠ctorLe√≥n-Mojarro, Benjam√≠n deRuiz-Carmona, V√≠ctor ManuelCarrillo-Garc√≠a, MauricioIb√°√±ez-Castillo, LauraArteaga-Tovar, Eduardo","Verification of numeral procedures for simulation of gate maneuversTecnolog√≠a y ciencias del agua","43-56","1",2014,"NA","NA","NA",NA,"Tecnolog√≠a y ciencias del agua","5",NA,"manual_download_spanish/658/Artculopublicado2014.pdf"
"1365",0,"Thania G. L√≥pez-Garc√≠a, Mario G. Manzano, Aldo I. Ram√≠rez","Water availability under climate change scenarios in the Valle de Galeana, Nuevo Le√≥n, Mexico",2017,"Tecnolog√≠a y ciencias del agua",NA,NA,NA,6,"8/10/2018","Journal article","10.24850/j-tyca-2017-01-08",NA,NA,8,1,105,114,0,0,0,3,1,"spanish","absent from corpus","DOI present","spanish.enl","EndNote","18","180","17","L√≥pez-Garc√≠a, Thania G.Manzano, Mario G.Ram√≠rez, Aldo I.","Water availability under climate change scenarios in the Valle de Galeana, Nuevo Le√≥n, MexicoTecnolog√≠a y ciencias del agua","105-114","1",2017,"NA","NA","NA",NA,"Tecnolog√≠a y ciencias del agua","8","10.24850/j-tyca-2017-01-08",NA
"1191",1,"Armando Lopez-Santos, Guillermo Gonzalez-Cervantes, Martin Cadena-Zapata, Jose Luis Gonzalez-Barrios","Effect of primary tillage on the physical quality of soil, as evaluated by disk permeameter.",2012,"TECNOLOGIA Y CIENCIAS DEL AGUA",NA,NA,NA,164,"8/10/2018","Journal article","",NA,NA,3,4,127,141,1,0.17,0,4,6,"spanish","in corpus","DOI absent","spanish.enl","EndNote","244","2440","17","L√≥pez-Santos, ArmandoGonz√°lez-Cervantes, GuillermoCadena-Zapata, Mart√≠nGonz√°lez-Barrios, Jos√© Luis","Effect of primary tillage on the physical quality of soil, as evaluated by disk permeameterTecnolog√≠a y ciencias del agua","127-141","4",2012,"NA","NA","NA","Cited By (since 2012): 1","Tecnolog√≠a y ciencias del agua","3",NA,"manual_download_spanish/660/v3n4a8.pdf"
