"","Cites","Authors","Title","Year","Source","Publisher","ArticleURL","CitesURL","GSRank","QueryDate","Type","DOI","ISSN","CitationURL","Volume","Issue","StartPage","EndPage","ECC","CitesPerYear","CitesPerAuthor","AuthorCount","Age","language","collected","DOI_flag","database","source-app","rec-number","foreign-keys","ref-type","contributors","titles","pages","number","dates","publisher","isbn","urls","notes","periodical","volume","electronic-resource-num","pdfs"
"1323",1,"BD Mojarro, J Verdier, A Piquereau, VR Carmona, LR Pimentel","Control of an irrigation canal network",2002,"INGENIERIA HIDRAULICA EN MEXICO",NA,NA,NA,296,"8/10/2018","Journal article","",NA,NA,17,4,21,35,1,0.06,0,5,16,"spanish","in corpus","DOI absent","spanish.enl","EndNote","650","6500","17","Mojarro, B. D.Verdier, J.Piquereau, A.Carmona, V. R.Pimentel, L. R.","Control of an irrigation canal networkINGENIERIA HIDRAULICA EN MEXICO","21-35","4",2002,"NA","NA","NA","Cited By (since 2002): 1","INGENIERIA HIDRAULICA EN MEXICO","17",NA,"manual_download_spanish/842/_28ASCE_290733-9437_281989_29115_3A1_2896_29.pdf"
"792",2,"B. de LeÛn Mojarro, J. Verdier, A. Piquereau, V.R. Carmona, L.R. Pimentel","Control of an irrigation canal network [RegulaciÛn de una red de canales de riego]",2002,"Ingenieria Hidraulica en Mexico",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036772388&partnerID=40&md5=653b97e49dc092ebb6ca69e6365bb2fb",NA,792,"8/10/2018","Article","",NA,NA,17,4,21,35,2,0.13,0,5,16,"spanish","in corpus","DOI absent","spanish.enl","EndNote","1186","11860","2","Mojarro, B. de LeÛnVerdier, J.Piquereau, A.Carmona, V. R.Pimentel, L. R.","Control of an irrigation canal network [RegulaciÛn de una red de canales de riego]","21-35","Query date: 2018-08-10",2002,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036772388&partnerID=40&md5=653b97e49dc092ebb6ca69e6365bb2fb","17Cited By (since 2002): 2",NA,NA,NA,"manual_download_spanish/843/843.pdf"
"936",2,"M. Mundo Molina, V. Mireles, P. Martinez Austria, F. Zazueta","SICODE v2.1 - a software for the efficient distribution of water in irrigation districts [Sistema computacional para la distribucion eficiente del agua en distritos de riego, SICODE v2.1]",1997,"Ingenieria Hidraulica en Mexico",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031144863&partnerID=40&md5=a7983f699df9ea9d0fbed3be212faaf5",NA,936,"8/10/2018","Article","",NA,NA,12,2,29,36,2,0.1,1,4,21,"spanish","in corpus","DOI absent","spanish.enl","EndNote","1330","13300","2","Molina, M. MundoMireles, V.Austria, P. MartinezZazueta, F.","SICODE v2.1 - a software for the efficient distribution of water in irrigation districts [Sistema computacional para la distribucion eficiente del agua en distritos de riego, SICODE v2.1]","29-36","Query date: 2018-08-10",1997,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031144863&partnerID=40&md5=a7983f699df9ea9d0fbed3be212faaf5","12Cited By (since 1997): 2",NA,NA,NA,"manual_download_spanish/845/845.pdf"
"275",6,"Y. Molina-Morales, M. Flores-GarcÌa, A. Balza-Quintero, P. BenÌtez-DÌaz, L. Miranda-Contreras","Levels of pesticides in surface waters in an agricultural region of MÈrida State, Venezuela, between 2008 and 2010 [Niveles de plaguicidas en aguas superficiales de una regiÛn agrÌcola del estado MÈrida, Venezuela, entre 2008 y 2010]",2012,"Revista Internacional de Contaminacion Ambiental",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868565651&partnerID=40&md5=ca0ce4f32e78b18dcba0e590e0a52ddd",NA,275,"8/10/2018","Article","",NA,NA,28,4,289,301,6,1,1,5,6,"spanish","in corpus","DOI absent","spanish.enl","EndNote","608","6080","2","Molina-Morales, Y.Flores-GarcÌa, M.Balza-Quintero, A.BenÌtez-DÌaz, P.Miranda-Contreras, L.","Levels of pesticides in surface waters in an agricultural region of MÈrida State, Venezuela, between 2008 and 2010 [Niveles de plaguicidas en aguas superficiales de una regiÛn agrÌcola del estado MÈrida, Venezuela, entre 2008 y 2010]","289-301","Query date: 2018-08-10",2012,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868565651&partnerID=40&md5=ca0ce4f32e78b18dcba0e590e0a52ddd","28Cited By (since 2012): 6",NA,NA,NA,"manual_download_spanish/846/v28n4a5.pdf"
"556",0,"C. Del MÛnaco, E. Villamizar, S. Narciso","Temporary abundance variation of Coralliophila abbreviata and Coralliophila caribaea (Mollusca, Coralliophilidae) in a coral reef at Morrocoy National Park [Variabilidad temporal de la abundancia de Coralliophila abbreviata y Coralliophila caribaea (Mollusca, Coralliophilidae) en un arrecife coralino del Parque Nacional Morrocoy, Venezuela]",2008,"Revista de Biologia Tropical",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-51449089649&partnerID=40&md5=c470de97a0d2b69d8addbf71020f37a4",NA,556,"8/10/2018","Article","",NA,NA,56,2,501,511,0,0,0,3,10,"spanish","in corpus","DOI absent","spanish.enl","EndNote","950","9500","2","MÛnaco, C. DelVillamizar, E.Narciso, S.","Temporary abundance variation of Coralliophila abbreviata and Coralliophila caribaea (Mollusca, Coralliophilidae) in a coral reef at Morrocoy National Park [Variabilidad temporal de la abundancia de Coralliophila abbreviata y Coralliophila caribaea (Mollusca, Coralliophilidae) en un arrecife coralino del Parque Nacional Morrocoy, Venezuela]","501-511","Query date: 2018-08-10",2008,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-51449089649&partnerID=40&md5=c470de97a0d2b69d8addbf71020f37a4","56",NA,NA,NA,"manual_download_spanish/847/Variabilidad temporal de la abundancia ...l Parque Nacional Morrocoy, Venezuela.pdf"
"1189",3,"Angel Monsalve, Oscar Link, Alejandra Stehr","The thermal regime of rivers: development, verification and application of a numerical model.",2012,"TECNOLOGIA Y CIENCIAS DEL AGUA",NA,NA,NA,162,"8/10/2018","Journal article","",NA,NA,3,4,41,56,3,0.5,1,3,6,"spanish","in corpus","DOI absent","spanish.enl","EndNote","240","2400","17","Monsalve, AngelLink, OscarStehr, Alejandra","The thermal regime of rivers: development, verification and application of a numerical modelTecnolog√a y ciencias del agua","41-56","4",2012,"NA","NA","NA","Cited By (since 2012): 1","Tecnolog√a y ciencias del agua","3",NA,"manual_download_spanish/848/v3n4a3.pdf"
"1189.1",3,"Angel Monsalve, Oscar Link, Alejandra Stehr","The thermal regime of rivers: development, verification and application of a numerical model.",2012,"TECNOLOGIA Y CIENCIAS DEL AGUA",NA,NA,NA,162,"8/10/2018","Journal article","",NA,NA,3,4,41,56,3,0.5,1,3,6,"spanish","in corpus","DOI absent","spanish.enl","EndNote","382","3820","17","Monsalve, AngelLink, OscarStehr, Alejandra","The thermal regime of rivers: development, verification and application of a numerical modelTECNOLOGIA Y CIENCIAS DEL AGUA","41-56","4",2012,"NA","NA","NA","Cited By (since 2012): 3","TECNOLOGIA Y CIENCIAS DEL AGUA","3",NA,"manual_download_spanish/849/Monsalve et al. (2012) Regimen Termico de Rios.pdf"
"284",3,"A. Monsalve, O. Link, A. Stehr","The thermal regime of rivers: Development, verification and application of a numerical model [RÈgimen tÈrmico de rÌos: Desarrollo, verificaciÛn y aplicaciÛn de un modelo numÈrico]",2012,"Tecnologia y Ciencias del Agua",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880199366&partnerID=40&md5=fb66fc9c4998d77e61d21ec77ef725f1",NA,284,"8/10/2018","Article","",NA,NA,3,4,41,56,3,0.5,1,3,6,"spanish","in corpus","DOI absent","spanish.enl","EndNote","627","6270","2","Monsalve, A.Link, O.Stehr, A.","The thermal regime of rivers: Development, verification and application of a numerical model [RÈgimen tÈrmico de rÌos: Desarrollo, verificaciÛn y aplicaciÛn de un modelo numÈrico]","41-56","Query date: 2018-08-10",2012,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880199366&partnerID=40&md5=fb66fc9c4998d77e61d21ec77ef725f1","3Cited By (since 2012): 3",NA,NA,NA,"manual_download_spanish/850/v3n4a3.pdf"
"524",0,"R. Montanari, M.P. Carvalho, M.C. Alves, A.P. Gonz·lez, J. Dafonte, G.M. Siqueira","Compaction state in a Ferralsol with no tillage management in SelvÌria (MS, Brazil) [Estudio de la compactaciÛn de un Ferralsol manejado con un sistema de no laboreo en SelvÌria (MS, Brasil)]",2009,"Cadernos do Laboratorio Xeoloxico de Laxe",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-68149163942&partnerID=40&md5=266ac79de4ada9a93a32f1573e645109",NA,524,"8/10/2018","Article","",NA,NA,NA,34,191,202,0,0,0,6,9,"spanish","in corpus","DOI absent","spanish.enl","EndNote","918","9180","2","Montanari, R.Carvalho, M. P.Alves, M. C.Gonz·lez, A. P.Dafonte, J.Siqueira, G. M.","Compaction state in a Ferralsol with no tillage management in SelvÌria (MS, Brazil) [Estudio de la compactaciÛn de un Ferralsol manejado con un sistema de no laboreo en SelvÌria (MS, Brasil)]","191-202","Query date: 2018-08-10",2009,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-68149163942&partnerID=40&md5=266ac79de4ada9a93a32f1573e645109",NA,NA,NA,NA,"manual_download_spanish/851/851.pdf"
"47",1,"S.A. MontaÒo-Arias, S.L. Camargo-Ricalde, R. Grether, D. DÌaz-Pontones","Ecological anatomy of the wood of two Mexican taxa of the genus Mimosa (Leguminosae-Mimosoideae) [EcoanatomÌa de la madera de dos taxa Mexicanos del gÈnero Mimosa (Leguminosae-Mimosoideae)]",2017,"Acta Botanica Mexicana",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031023878&doi=10.21829%2fabm118.2017.1203&partnerID=40&md5=2c7b9c2f357a3ab495d1695af1a0afa8",NA,47,"8/10/2018","Article","10.21829/abm118.2017.1203",NA,NA,2017,118,105,120,1,1,0,4,1,"spanish","in corpus","DOI present","spanish.enl","EndNote","126","126","2","MontaÒo-Arias, S. A.Camargo-Ricalde, S. L.Grether, R.DÌaz-Pontones, D.","Ecological anatomy of the wood of two Mexican taxa of the genus Mimosa (Leguminosae-Mimosoideae) [EcoanatomÌa de la madera de dos taxa Mexicanos del gÈnero Mimosa (Leguminosae-Mimosoideae)]","105-120","Query date: 2018-08-10",2017,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031023878&doi=10.21829%2fabm118.2017.1203&partnerID=40&md5=2c7b9c2f357a3ab495d1695af1a0afa8http://abm.ojs.inecol.mx/index.php/abm/article/download/1203/1402internal-pdf://2820023176/MontaÒo-Arias-2017-Ecological anatomy of the w.pdf","2017Cited By (since 2017): 1",NA,NA,"10.21829/abm118.2017.1203","2820023176/MontaÒo-Arias-2017-Ecological anatomy of the w.pdf"
"1102",0,"Delia P. Montero-Contreras","Bottled Water Consumption in Mexico City from an Institutional Perspective",2016,"AGUA Y TERRITORIO",NA,NA,NA,75,"8/10/2018","Journal article","10.17561/at.v0i7.2961",NA,NA,NA,7,35,49,0,0,0,1,2,"spanish","in corpus","DOI present","spanish.enl","EndNote","189","189","17","Montero-Contreras, Delia P.","Bottled Water Consumption in Mexico City from an Institutional PerspectiveAGUA Y TERRITORIO","35-49","7",2016,"NA","NA","NAhttps://revistaselectronicas.ujaen.es/index.php/atma/article/download/2961/2375internal-pdf://2086153403/Montero-Contrer-2016-Bottled Water Consumption.pdf",NA,"AGUA Y TERRITORIO",NA,"10.17561/at.v0i7.2961","2086153403/Montero-Contrer-2016-Bottled Water Consumption.pdf"
"1160",1,"Raquel T. Montes, Ines Navarro, Ramon Dominguez, Blanca Jimenez","Changes in the self-purification capacity of the Magdalena River due to climate change",2013,"TECNOLOGIA Y CIENCIAS DEL AGUA",NA,NA,NA,133,"8/10/2018","Journal article","",NA,NA,4,5,71,83,1,0.2,0,4,5,"spanish","in corpus","DOI absent","spanish.enl","EndNote","323","3230","17","Montes, Raquel T.Navarro, InesDominguez, RamonJimenez, Blanca","Changes in the self-purification capacity of the Magdalena River due to climate changeTECNOLOGIA Y CIENCIAS DEL AGUA","71-83","5",2013,"NA","NA","NA","Cited By (since 2013): 1","TECNOLOGIA Y CIENCIAS DEL AGUA","4",NA,"manual_download_spanish/854/v4n5a5.pdf"
"242",2,"R.T. Montes, I. Navarro, R. DomÌnguez, B. JimÈnez","Changes in the self-purification capacity of the Magdalena River due to climate change [ModificaciÛn de la capacidad de autodepuraciÛn del RÌo Magdalena ante el cambio clim·tico]",2013,"Tecnologia y Ciencias del Agua",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902188516&partnerID=40&md5=ab77fd08ec5b1da0b25b892cb23781e1",NA,242,"8/10/2018","Article","",NA,NA,4,5,71,83,2,0.4,1,4,5,"spanish","in corpus","DOI absent","spanish.enl","EndNote","543","5430","2","Montes, R. T.Navarro, I.DomÌnguez, R.JimÈnez, B.","Changes in the self-purification capacity of the Magdalena River due to climate change [ModificaciÛn de la capacidad de autodepuraciÛn del RÌo Magdalena ante el cambio clim·tico]","71-83","Query date: 2018-08-10",2013,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902188516&partnerID=40&md5=ab77fd08ec5b1da0b25b892cb23781e1","4Cited By (since 2013): 2",NA,NA,NA,"manual_download_spanish/855/v4n5a5.pdf"
"1290",0,"JL Montesillo-Cedillo","Drinking water supply in Mexico: neither equitable nor efficient.",2006,"INGENIERIA HIDRAULICA EN MEXICO",NA,NA,NA,263,"8/10/2018","Journal article","",NA,NA,21,1,115,127,0,0,0,1,12,"spanish","in corpus","DOI absent","spanish.enl","EndNote","585","5850","17","Montesillo-Cedillo, J. L.","Drinking water supply in Mexico: neither equitable nor efficientINGENIERIA HIDRAULICA EN MEXICO","115-127","1",2006,"NA","NA","NA",NA,"INGENIERIA HIDRAULICA EN MEXICO","21",NA,"manual_download_spanish/856/document.pdf"
"673",0,"J.L. Montesillo-Cedillo","Drinking water supply in Mexico: Neither equitable nor efficient [Suministro de agua potable en MÈxico: Ni equidad ni eficiencia]",2006,"Ingenieria Hidraulica en Mexico",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-32544440757&partnerID=40&md5=1cc6fd5c98c0b8836c4397820a605999",NA,673,"8/10/2018","Article","",NA,NA,21,1,115,127,0,0,0,1,12,"spanish","in corpus","DOI absent","spanish.enl","EndNote","1067","10670","2","Montesillo-Cedillo, J. L.","Drinking water supply in Mexico: Neither equitable nor efficient [Suministro de agua potable en MÈxico: Ni equidad ni eficiencia]","115-127","Query date: 2018-08-10",2006,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-32544440757&partnerID=40&md5=1cc6fd5c98c0b8836c4397820a605999","21",NA,NA,NA,"manual_download_spanish/857/857.pdf"
"1071",0,"Jose Luis Montesillo-Cedillo","Drinking water supply in Mexico: Beyond the population growth",2017,"TECNOLOGIA Y CIENCIAS DEL AGUA",NA,NA,NA,44,"8/10/2018","Journal article","",NA,NA,8,1,21,33,0,0,0,1,1,"spanish","in corpus","DOI absent","spanish.enl","EndNote","116","1160","17","Montesillo-Cedillo, Jose Luis","Drinking water supply in Mexico: Beyond the population growthTECNOLOGIA Y CIENCIAS DEL AGUA","21-33","1",2017,"NA","NA","NA",NA,"TECNOLOGIA Y CIENCIAS DEL AGUA","8",NA,"manual_download_spanish/859/2007-2422-tca-8-01-00021.pdf"
"1278",1,"J. L. Montesillo-Cedillo, V. H. Palacio-Munoz","Irrigation water price in Mexico in a context of social efficiency.",2006,"INGENIERIA HIDRAULICA EN MEXICO",NA,NA,NA,251,"8/10/2018","Journal article","",NA,NA,21,4,125,133,1,0.08,1,2,12,"spanish","in corpus","DOI absent","spanish.enl","EndNote","561","5610","17","Montesillo-Cedillo, J. L.Palacio-Munoz, V. H.","Irrigation water price in Mexico in a context of social efficiencyINGENIERIA HIDRAULICA EN MEXICO","125-133","4",2006,"NA","NA","NA","Cited By (since 2006): 1","INGENIERIA HIDRAULICA EN MEXICO","21",NA,"manual_download_spanish/860/document-2.pdf"
"647",2,"J.L. Montesillo-Cedillo, V.H. Palacio-MuÒoz","Irrigation water price in Mexico in a context of socÌal efficiency [Precio del agua para riego en MÈxico en un contexto de eficiencia social]",2006,"Ingenieria Hidraulica en Mexico",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846949706&partnerID=40&md5=3f5646fe6bf71e48b799bb202b578719",NA,647,"8/10/2018","Article","",NA,NA,21,4,125,133,2,0.17,1,2,12,"spanish","in corpus","DOI absent","spanish.enl","EndNote","1041","10410","2","Montesillo-Cedillo, J. L.Palacio-MuÒoz, V. H.","Irrigation water price in Mexico in a context of socÌal efficiency [Precio del agua para riego en MÈxico en un contexto de eficiencia social]","125-133","Query date: 2018-08-10",2006,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846949706&partnerID=40&md5=3f5646fe6bf71e48b799bb202b578719","21Cited By (since 2006): 2",NA,NA,NA,"manual_download_spanish/861/861.pdf"
"1224",2,"Maria Alejandrina Leticia Montes-Leon, Edgar Misael Uribe-Alcantara, Efrain Garcia-Celis","National Map of Potential Erosion",2011,"TECNOLOGIA Y CIENCIAS DEL AGUA",NA,NA,NA,197,"8/10/2018","Journal article","",NA,NA,2,1,5,17,2,0.29,1,3,7,"spanish","in corpus","DOI absent","spanish.enl","EndNote","452","4520","17","Montes-Leon, Maria Alejandrina LeticiaUribe-Alcantara, Edgar MisaelGarcia-Celis, Efrain","National Map of Potential ErosionTECNOLOGIA Y CIENCIAS DEL AGUA","5-17","1",2011,"NA","NA","NA","Cited By (since 2011): 2","TECNOLOGIA Y CIENCIAS DEL AGUA","2",NA,"manual_download_spanish/862/Montes-Leon et al. (2011) Mapa Nacional de Erosion Potencial.pdf"
"97",1,"J.I. PÈrez Montiel, G.J. Aldana Villasmil, R.E. Rojano Alvarado","Hydraulic evaluation of an upflow anaerobic sludge reactor (UASB) using an axial dispersion model [EvaluaciÛn Hidr·ulica De Un Reactor Anaerobio De Flujo Ascendente (RAFA) Usando Un Modelo De DispersiÛn Axial]",2016,"Revista Internacional de Contaminacion Ambiental",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979900295&doi=10.20937%2fRICA.2016.32.03.03&partnerID=40&md5=bebc83fe802c265d209fd8c288454ae3",NA,97,"8/10/2018","Article","10.20937/RICA.2016.32.03.03",NA,NA,32,3,281,291,1,0.5,0,3,2,"spanish","in corpus","DOI present","spanish.enl","EndNote","236","236","2","Montiel, J. I. PÈrezVillasmil, G. J. AldanaAlvarado, R. E. Rojano","Hydraulic evaluation of an upflow anaerobic sludge reactor (UASB) using an axial dispersion model [EvaluaciÛn Hidr·ulica De Un Reactor Anaerobio De Flujo Ascendente (RAFA) Usando Un Modelo De DispersiÛn Axial]","281-291","Query date: 2018-08-10",2016,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979900295&doi=10.20937%2fRICA.2016.32.03.03&partnerID=40&md5=bebc83fe802c265d209fd8c288454ae3https://www.revistascca.unam.mx/rica/index.php/rica/article/download/RICA.2016.32.03.03/46586internal-pdf://3988887532/Montiel-2016-Hydraulic evaluation of an upflow.pdf","32Cited By (since 2016): 1",NA,NA,"10.20937/RICA.2016.32.03.03","3988887532/Montiel-2016-Hydraulic evaluation of an upflow.pdf"
"605",2,"M. Yimmy Montoya, J. John RamÌrez R.","Mineralization fluxes in the dam of the tropical Rio Grande II reservoir (Antioquia, Colombia) [Flujos de mineralizaciÛn en el embalse tropical RÌo Grande II (Antioquia, Colombia)]",2007,"Limnetica",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-34547346592&partnerID=40&md5=1c3ad45a6b6165d1d00ec4d7e7921e24",NA,605,"8/10/2018","Article","",NA,NA,26,1,39,51,2,0.18,1,2,11,"spanish","in corpus","DOI absent","spanish.enl","EndNote","999","9990","2","Montoya, M. YimmyR, J. John RamÌrez","Mineralization fluxes in the dam of the tropical Rio Grande II reservoir (Antioquia, Colombia) [Flujos de mineralizaciÛn en el embalse tropical RÌo Grande II (Antioquia, Colombia)]","39-51","Query date: 2018-08-10",2007,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34547346592&partnerID=40&md5=1c3ad45a6b6165d1d00ec4d7e7921e24","26Cited By (since 2007): 2",NA,NA,NA,"manual_download_spanish/864/L26a039_Flujos_mineralizacion_embalse_tropical_colombiano.pdf"
"371",5,"M.G. Mora","Aquatic insects and water quality in PÎas Blancas watershed and reservoir [Insectos acu·ticos y calidad del agua en la cuenca y embalse del rÌo peÒas blancas, Costa Rica]",2011,"Revista de Biologia Tropical",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79956292111&partnerID=40&md5=dcd9bd450c1d01f33eac306f2f0254fc",NA,371,"8/10/2018","Article","",NA,NA,59,2,635,654,5,0.71,5,1,7,"spanish","in corpus","DOI absent","spanish.enl","EndNote","765","7650","2","Mora, M. G.","Aquatic insects and water quality in PÎas Blancas watershed and reservoir [Insectos acu·ticos y calidad del agua en la cuenca y embalse del rÌo peÒas blancas, Costa Rica]","635-654","Query date: 2018-08-10",2011,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79956292111&partnerID=40&md5=dcd9bd450c1d01f33eac306f2f0254fc","59Cited By (since 2011): 5",NA,NA,NA,"manual_download_spanish/865/3129-4899-1-PB.pdf"
"317",3,"E. Morales-Casique","Mixing of groundwaters with uncertain end-members: Case study in the Tepalcingo-Axochiapan aquifer, Mexico",2012,"Hydrogeology Journal",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859863686&doi=10.1007%2fs10040-011-0826-y&partnerID=40&md5=e6bc59b5883453a7908ac25636ca622b",NA,317,"8/10/2018","Article","10.1007/s10040-011-0826-y",NA,NA,20,3,605,613,3,0.5,3,1,6,"spanish","in corpus","DOI present","spanish.enl","EndNote","692","692","2","Morales-Casique, E.","Mixing of groundwaters with uncertain end-members: Case study in the Tepalcingo-Axochiapan aquifer, Mexico","605-613","Query date: 2018-08-10",2012,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859863686&doi=10.1007%2fs10040-011-0826-y&partnerID=40&md5=e6bc59b5883453a7908ac25636ca622bhttps://link.springer.com/content/pdf/10.1007%2Fs10040-011-0826-y.pdfinternal-pdf://0777707195/Morales-Casique-2012-Mixing of groundwaters wi.pdf","20Cited By (since 2012): 3",NA,NA,"10.1007/s10040-011-0826-y","0777707195/Morales-Casique-2012-Mixing of groundwaters wi.pdf"
"1040",0,"Nami Morales-Duran, Anai de la Torre-Gonzalez, Victor Garcia-Sanchez, Carlos Chavez","Study of the bacteriological quality and physiochemical parameters of water from the Irrigation District 023",2018,"TECNOLOGIA Y CIENCIAS DEL AGUA",NA,NA,NA,13,"8/10/2018","Journal article","10.24850/j-tyca-2018-01-04",NA,NA,9,1,53,67,0,0,0,4,1,"spanish","in corpus","DOI present","spanish.enl","EndNote","41","410","17","Morales-Duran, NamiTorre-Gonzalez, Anai de laGarcia-Sanchez, VictorChavez, Carlos","Study of the bacteriological quality and physiochemical parameters of water from the Irrigation District 023TECNOLOGIA Y CIENCIAS DEL AGUA","53-67","1",2018,"NA","NA","NA",NA,"TECNOLOGIA Y CIENCIAS DEL AGUA","9","10.24850/j-tyca-2018-01-04","manual_download_spanish/869/Morales-Duran (2018) Estudio de la calidad bacteriologica y parametros fisicoquimicos.pdf"
"824",10,"A. Morales-RamÌrez","Biodiversidad marina de Costa Rica, los microcrust·ceos: Subclase Copepoda (Crustacea: Maxillopoda)",2001,"Revista de Biologia Tropical",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-22944449760&partnerID=40&md5=e5502a7a89c3e120440573c0705a41e0",NA,824,"8/10/2018","Article","",NA,NA,49,NA,115,133,10,0.59,10,1,17,"spanish","in corpus","DOI absent","spanish.enl","EndNote","1218","12180","2","Morales-RamÌrez, A.","Biodiversidad marina de Costa Rica, los microcrust·ceos: Subclase Copepoda (Crustacea: Maxillopoda)","115-133","Query date: 2018-08-10",2001,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-22944449760&partnerID=40&md5=e5502a7a89c3e120440573c0705a41e0","49Cited By (since 2001): 10",NA,NA,NA,"manual_download_spanish/872/26298-69135-1-SM (1).pdf"
"90",0,"A. Aldana Moreno, J. Montero-MuÒoz, D. Aldana-Aranda","Spatio-temporal variation of the ichthyofauna in xel-ha, mexican caribbean marine park and its relationship to physico-chemical parameters [VariaciÛn espacio-temporal de la ictiofauna del parque marino xel-h·, Caribe Mexicano y su relaciÛn con par·metros fisicoquÌmicos]",2016,"Revista de Biologia Tropical",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990243338&doi=10.15517%2frbt.v64i4.22703&partnerID=40&md5=f7c2229276698840256788d4c48207fb",NA,90,"8/10/2018","Article","10.15517/rbt.v64i4.22703",NA,NA,64,4,1353,1367,0,0,0,3,2,"spanish","in corpus","DOI present","spanish.enl","EndNote","222","222","2","Moreno, A. AldanaMontero-MuÒoz, J.Aldana-Aranda, D.","Spatio-temporal variation of the ichthyofauna in xel-ha, mexican caribbean marine park and its relationship to physico-chemical parameters [VariaciÛn espacio-temporal de la ictiofauna del parque marino xel-h·, Caribe Mexicano y su relaciÛn con par·metros fisicoquÌmicos]","1353-1367","Query date: 2018-08-10",2016,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990243338&doi=10.15517%2frbt.v64i4.22703&partnerID=40&md5=f7c2229276698840256788d4c48207fbhttps://revistas.ucr.ac.cr/index.php/rbt/article/download/22703/26682internal-pdf://0826421316/Moreno-2016-Spatio-temporal variation of the i.pdf","64",NA,NA,"10.15517/rbt.v64i4.22703","0826421316/Moreno-2016-Spatio-temporal variation of the i.pdf"
"1273",0,"Hernan Alonso Moreno, Jaime Ignacio Velez, German Poveda, Jose Vicente Guzman, Paola Andrea Roldan, Jorge Enrique Arango","Rainwater storage for Colombia's rural areas. Hydraulic engineering in Mexico",2007,"INGENIERIA HIDRAULICA EN MEXICO",NA,NA,NA,246,"8/10/2018","Journal article","",NA,NA,22,2,107,112,0,0,0,6,11,"spanish","in corpus","DOI absent","spanish.enl","EndNote","551","5510","17","Moreno, Hernan AlonsoVelez, Jaime IgnacioPoveda, GermanGuzman, Jose VicenteRoldan, Paola AndreaArango, Jorge Enrique","Rainwater storage for Colombia's rural areas. Hydraulic engineering in MexicoINGENIERIA HIDRAULICA EN MEXICO","107-112","2",2007,"NA","NA","NA",NA,"INGENIERIA HIDRAULICA EN MEXICO","22",NA,"manual_download_spanish/874/Moreno_2007_et_al_IHM_2007.pdf"
